idx_NUTS3,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
FR824,46,50,46,45,49,50,47,47,47,46,49,49,49,46,49,45,49,45,45,50,47,46,48,47,46,48,48,46,49,45,45,49,50,45,50,45
FR825,48,47,45,48,45,45,45,47,49,45,46,50,50,50,45,49,47,50,46,50,45,45,49,45,46,46,50,47,50,46,50,48,46,48,48,47
FR826,45,46,46,45,45,46,46,45,49,49,45,50,45,48,45,46,47,48,49,46,50,48,48,45,48,46,47,47,47,48,49,49,47,45,48,45
FR831,45,46,49,46,49,50,46,49,46,45,46,48,50,46,48,45,45,48,45,47,49,50,48,48,48,48,49,46,49,47,50,50,45,46,48,48
FR832,47,49,49,46,48,48,50,46,47,45,45,48,46,46,50,45,50,48,45,50,49,50,50,50,47,47,45,45,49,49,46,48,47,45,45,46
FRA10,45,47,45,50,48,46,48,47,47,47,47,50,49,50,50,50,46,45,47,50,47,46,48,48,50,49,46,50,49,50,50,46,50,45,47,49
FRA20,49,48,50,50,47,49,48,50,47,45,45,49,45,49,49,45,50,45,50,49,50,45,45,45,50,49,50,47,48,48,49,49,48,49,47,45
FRA30,45,45,50,49,46,50,50,50,47,49,46,46,45,50,49,50,48,47,45,48,48,45,46,46,48,46,45,49,50,45,45,48,50,49,48,49
FRA40,48,46,48,46,48,49,45,46,47,50,46,49,50,48,49,50,45,49,49,45,49,49,45,50,46,49,49,50,50,49,50,50,50,50,48,50
FRA50,47,47,50,45,45,49,47,50,48,47,50,49,49,46,46,45,50,48,46,48,47,47,49,45,45,50,45,48,45,46,48,50,45,48,49,50
FRZZZ,48,46,46,46,48,45,50,47,48,47,47,47,45,48,47,47,48,48,49,45,45,47,49,48,45,48,49,49,47,50,46,46,47,47,50,49
HR031,47,49,45,50,47,46,50,47,46,46,50,49,47,50,48,46,47,50,49,47,47,49,49,46,45,50,45,48,49,47,48,48,49,47,50,49
HR032,48,45,50,50,45,47,47,50,46,50,47,49,49,50,49,47,50,48,49,47,46,46,48,50,49,48,46,48,45,50,49,47,48,50,47,45
HR033,45,47,46,46,47,46,46,47,45,48,49,45,50,47,46,45,49,45,45,45,50,48,48,48,50,45,46,50,48,48,50,50,47,47,47,48
HR034,50,48,50,48,49,50,48,45,45,50,49,50,48,49,46,46,49,46,49,46,45,47,45,48,46,50,46,49,45,46,49,50,46,47,45,48
HR035,49,50,50,49,50,49,46,45,49,45,45,48,47,48,46,48,45,47,47,47,47,45,45,48,45,48,48,49,45,47,48,45,48,45,47,47
HR036,47,50,47,46,48,50,48,45,50,49,50,45,45,49,46,45,50,45,50,48,46,48,49,45,48,50,50,46,50,46,45,45,50,48,47,50
HR037,47,45,46,46,46,50,48,45,47,48,46,49,45,46,45,48,50,49,48,47,50,49,45,45,48,49,46,48,45,48,47,47,50,48,47,50
HR041,48,49,49,50,48,50,46,49,46,47,45,45,45,50,45,47,49,48,49,46,50,47,50,48,50,49,45,48,46,50,48,48,48,46,47,50
HR042,48,47,47,50,48,47,47,50,49,46,49,50,47,48,46,47,50,45,50,49,45,50,47,45,49,47,48,48,48,47,49,48,49,50,46,49
HR043,47,49,47,46,48,47,48,48,47,50,46,47,48,49,46,48,47,45,46,49,49,47,46,49,47,50,47,49,50,47,49,48,50,48,49,50
HR044,45,45,47,50,50,49,49,46,47,47,47,49,48,50,49,45,45,48,48,45,45,47,45,47,47,45,48,49,47,45,47,50,45,50,50,48
HR045,46,48,47,45,45,48,48,48,50,50,45,47,47,50,47,48,47,47,47,50,49,46,49,50,50,49,48,49,47,45,47,47,46,50,49,47
HR046,46,47,50,47,47,49,49,46,45,49,50,47,49,46,46,50,49,46,45,48,47,47,50,50,47,46,47,45,47,48,50,45,49,48,50,45
HR047,48,49,47,48,48,49,48,46,46,45,50,48,45,50,46,46,47,45,46,46,48,45,49,46,47,50,49,46,49,48,45,50,49,45,47,48
HR048,46,49,49,49,47,48,48,48,50,47,49,46,46,50,49,45,49,49,45,45,49,50,50,50,48,49,49,47,47,49,45,45,45,50,48,49
HR049,46,47,48,49,50,47,45,48,47,50,48,50,46,45,49,50,50,49,50,45,46,48,48,50,50,46,46,45,50,47,46,45,48,49,50,50
HR04A,46,48,50,45,46,47,47,50,48,49,48,47,45,46,50,46,48,45,49,45,50,47,46,45,48,47,45,49,45,49,45,47,46,47,46,49
HR04B,49,46,46,48,49,47,49,46,45,48,45,47,47,48,47,47,47,50,45,49,45,45,46,45,45,50,48,45,46,49,50,47,49,45,46,50
HR04C,48,50,47,47,48,48,49,50,45,48,48,47,47,45,50,48,50,48,47,48,47,50,47,50,48,45,49,47,48,46,45,47,47,49,48,50
HR04D,45,49,47,48,50,48,48,50,46,45,46,48,47,46,47,48,49,48,45,48,49,46,47,50,47,47,48,45,48,49,45,46,49,47,48,47
HR04E,46,49,47,48,46,46,48,48,50,48,48,45,47,49,50,47,48,45,45,46,47,49,48,45,48,50,48,48,46,47,46,45,45,46,48,48
HRZZZ,46,49,49,45,48,50,50,50,46,45,46,48,49,45,50,46,45,50,50,45,46,47,50,48,45,50,48,47,49,49,46,50,49,45,47,49
ITC11,48,46,46,45,47,48,47,48,49,49,48,49,48,48,48,49,48,45,46,47,46,48,50,49,49,49,45,46,49,46,48,50,48,50,50,49
ITC12,46,45,50,48,46,48,46,47,50,49,48,49,47,46,47,46,48,46,48,45,46,48,48,47,46,50,49,45,49,45,50,50,50,50,50,45
ITC13,50,45,50,46,47,48,47,48,47,45,45,48,49,46,46,50,47,46,45,48,45,45,45,50,48,48,48,47,46,47,47,50,45,45,45,48
ITC14,46,50,45,47,49,50,49,46,49,49,48,50,50,50,45,49,49,50,49,50,47,47,46,46,45,48,45,48,50,49,46,45,49,45,50,50
ITC15,48,49,48,45,46,50,45,49,50,49,46,50,50,50,45,48,47,49,46,45,46,47,45,47,48,48,48,50,48,46,49,49,47,45,46,47
ITC16,45,48,47,49,49,47,50,47,48,50,47,45,46,45,46,47,45,49,46,48,48,47,47,48,48,46,45,50,49,45,50,48,47,50,48,49
ITC17,46,50,48,46,49,47,49,47,46,49,49,46,48,48,48,46,46,49,46,45,45,45,46,49,50,49,50,50,49,49,49,50,46,47,49,45
ITC18,49,50,47,47,46,50,49,50,50,50,48,48,48,45,50,46,49,50,45,48,47,49,46,46,47,50,45,45,45,48,48,46,50,47,50,49
ITC20,48,46,45,46,48,45,48,46,49,46,49,47,50,49,49,45,48,46,45,50,45,45,49,45,45,45,47,50,50,46,49,49,45,47,50,49
ITC31,47,49,50,50,45,45,48,49,45,45,45,47,46,45,46,46,49,50,48,47,48,49,46,47,47,45,50,49,47,50,46,46,47,46,48,47
ITC32,49,50,49,49,48,48,47,47,47,47,49,46,45,46,45,46,46,50,48,50,48,49,45,49,49,47,49,45,49,48,47,50,47,48,50,49
ITC33,45,50,47,50,47,47,45,48,48,50,50,49,50,45,45,49,48,45,47,50,48,49,49,49,49,50,48,48,46,50,49,47,50,48,46,46
ITC34,50,46,45,49,47,46,48,45,46,46,48,46,50,47,48,49,49,49,48,46,45,47,49,45,50,46,46,46,48,49,50,48,45,47,46,45
ITC41,49,49,49,47,47,46,49,48,50,45,48,48,46,50,45,50,46,49,49,48,46,48,49,48,49,46,50,50,45,45,45,50,45,48,50,49
ITC42,49,47,46,45,50,49,49,46,47,46,45,50,48,46,50,46,50,50,46,46,45,50,47,47,48,50,47,45,47,45,46,47,49,48,50,49
ITC43,46,45,48,47,45,49,47,49,45,49,46,46,49,47,48,46,45,48,49,49,46,45,46,50,49,45,50,49,49,45,49,48,50,47,50,45
ITC44,45,45,47,50,50,45,50,45,49,45,49,50,49,48,47,50,46,49,49,45,47,46,49,46,50,50,46,50,46,49,49,50,49,46,48,50
ITC46,46,45,48,49,49,49,48,50,49,50,47,45,46,49,48,45,47,49,48,50,46,48,50,49,46,45,46,49,49,47,46,46,47,47,49,46
ITC47,47,47,47,49,49,48,50,49,49,50,46,45,45,46,48,48,48,46,49,46,45,50,50,47,47,47,49,46,48,45,47,45,49,48,49,48
ITC48,49,45,48,49,45,46,48,50,46,49,45,49,49,47,45,49,47,48,48,48,50,50,50,49,50,45,49,50,49,48,49,48,47,49,49,47
ITC49,49,48,47,50,46,49,46,47,48,48,50,49,49,45,46,50,48,45,46,50,46,48,46,47,49,45,48,47,48,48,49,47,49,46,50,49
ITC4A,47,49,47,50,47,50,47,45,49,48,49,46,45,45,46,49,47,47,50,50,50,49,46,48,47,50,45,50,47,46,45,50,49,47,47,46
ITC4B,49,49,47,47,49,47,45,45,50,45,48,46,46,50,50,45,47,46,47,48,48,45,48,50,50,46,50,46,45,48,46,47,50,48,46,46
ITC4C,45,46,47,50,50,45,50,47,47,46,46,50,50,50,48,47,48,46,50,48,47,50,46,47,47,47,48,45,46,50,48,49,50,49,50,45
ITC4D,50,45,50,48,50,47,49,47,48,45,50,49,48,50,49,49,47,48,45,49,48,49,48,45,47,45,47,50,50,46,50,47,46,47,49,50
ITF11,47,46,46,45,45,47,49,49,49,49,45,45,50,46,47,47,49,45,45,47,48,48,47,46,47,49,50,50,45,50,50,49,50,46,49,48
ITF12,46,45,45,49,50,49,49,48,50,45,47,47,50,48,48,47,50,50,50,48,49,46,48,50,46,46,49,47,49,45,46,46,45,50,49,46
ITF13,47,49,48,49,50,48,46,49,45,48,46,46,47,50,48,49,49,50,49,47,49,45,46,48,50,47,50,46,46,45,48,47,47,48,45,49
ITF14,50,45,50,48,50,48,46,45,46,48,45,48,50,50,50,49,47,46,45,50,50,50,48,49,49,47,50,46,48,48,50,49,49,50,46,47
ITF21,48,45,50,46,50,45,49,47,45,45,48,45,47,46,45,49,49,46,49,47,48,45,50,48,48,46,45,45,47,48,50,47,46,46,48,49
ITF22,47,49,47,46,50,47,50,45,50,48,46,50,48,46,49,46,49,50,46,50,46,46,45,50,45,45,45,49,50,46,47,45,46,49,48,46
ITF31,50,47,47,49,50,47,45,48,49,48,50,49,46,47,50,48,48,48,47,50,49,48,46,46,45,47,45,47,49,50,48,50,48,50,45,45
ITF32,49,45,48,45,48,46,50,46,48,50,46,49,46,49,45,47,48,50,48,50,48,47,49,49,49,50,45,49,45,45,47,45,48,46,45,50
ITF33,45,49,45,48,48,50,47,50,48,46,46,46,48,47,47,49,45,50,47,46,50,48,46,48,45,46,46,48,45,49,45,47,46,50,49,48
ITF34,47,50,46,49,45,48,49,49,47,50,47,45,46,46,49,47,48,46,48,50,50,48,48,48,47,45,45,47,47,47,50,46,49,50,47,45
ITF35,45,45,46,48,50,50,47,46,49,45,50,45,46,46,48,47,50,46,45,45,48,47,45,46,46,48,50,48,50,46,47,48,45,48,50,49
ITF43,48,46,47,49,47,45,45,49,47,48,48,45,50,46,49,46,47,49,48,48,48,48,47,50,47,48,50,45,47,46,50,50,49,47,47,46
ITF44,49,49,45,50,49,47,45,50,48,47,48,49,47,47,47,49,45,46,47,49,48,48,47,50,47,46,48,50,45,49,47,48,47,45,46,49
ITF45,46,45,48,49,46,46,49,49,45,45,47,45,46,48,50,48,47,50,47,49,45,46,48,49,45,47,48,45,48,45,46,50,48,49,49,46
ITF46,50,48,46,49,45,49,46,49,48,49,49,48,49,48,47,46,47,47,47,45,45,48,48,50,46,46,49,48,49,46,45,47,49,50,50,49
ITF47,49,46,49,50,45,50,45,45,46,50,48,45,45,48,46,48,50,48,46,49,45,46,47,45,48,46,46,47,49,50,49,45,47,45,47,45
ITF48,48,49,47,47,49,47,50,46,45,47,49,45,46,46,46,47,45,47,45,48,48,49,45,46,50,46,50,45,48,46,45,48,49,47,46,46
ITF51,49,50,46,49,49,46,46,50,45,48,50,50,45,50,45,46,45,50,46,47,46,45,46,46,49,50,46,50,50,46,49,45,45,46,47,45
ITF52,48,45,48,47,47,47,45,47,50,47,50,49,50,45,45,50,47,46,49,45,50,48,48,50,46,46,47,50,50,48,46,50,50,46,47,48
ITF61,45,48,48,48,48,45,50,45,49,50,47,49,49,50,48,45,50,47,49,47,47,46,46,47,49,48,49,48,47,49,48,50,49,47,50,47
ITF62,49,50,48,48,49,48,50,47,48,48,45,46,49,47,50,50,49,45,45,47,49,45,48,45,47,50,46,49,48,46,47,47,47,46,47,45
ITF63,49,47,45,50,49,47,49,46,47,50,49,46,47,46,48,45,48,48,48,46,45,46,46,45,45,46,45,49,46,48,46,47,50,47,50,48
ITF64,47,47,49,48,48,50,48,49,45,47,50,46,46,45,45,50,46,47,46,46,45,48,45,48,50,47,45,49,46,49,45,49,47,49,49,46
ITF65,47,47,49,48,47,48,48,48,49,46,47,45,47,45,48,48,48,45,50,50,48,46,46,46,47,46,45,50,45,46,49,50,50,45,49,49
ITG11,49,45,47,49,48,45,48,50,48,45,48,50,46,46,47,45,50,49,45,45,49,45,45,45,50,48,46,45,49,46,50,45,50,50,46,45
ITG12,47,49,47,46,46,46,47,48,47,47,45,47,50,47,47,49,47,47,49,48,50,46,45,48,48,49,48,45,47,45,50,49,48,48,49,50
ITG13,47,47,45,45,45,49,45,50,48,47,50,48,48,45,48,48,47,49,50,45,47,46,45,47,47,50,45,45,49,45,48,50,46,48,50,48
ITG14,48,47,49,46,45,48,48,48,47,47,48,50,46,50,50,47,47,49,48,50,50,50,46,49,49,48,47,45,46,45,45,49,45,49,47,49
ITG15,45,48,45,46,49,49,50,49,45,47,49,47,49,50,45,48,46,48,46,48,48,49,50,47,49,50,50,49,48,49,50,49,45,50,48,45
ITG16,49,47,49,45,45,50,50,47,49,50,45,46,48,49,46,50,46,48,47,47,49,47,47,49,45,45,49,48,47,45,45,45,45,48,47,47
ITG17,49,46,45,46,47,49,45,46,47,46,48,49,50,46,50,47,47,46,46,48,49,50,46,50,46,46,48,50,50,48,49,48,45,45,48,48
ITG18,46,46,45,47,45,45,45,47,48,50,50,49,48,46,49,50,45,49,50,47,45,50,45,45,48,48,50,45,49,50,45,49,46,46,46,49
ITG19,48,48,45,49,46,47,45,45,50,47,47,45,48,47,46,49,48,48,47,50,48,46,48,46,50,50,49,45,46,48,45,48,50,50,49,46
ITG25,48,46,46,49,45,45,46,49,46,48,45,48,47,47,49,50,50,50,47,49,46,47,45,50,46,46,49,45,50,49,50,45,46,46,47,45
ITG26,47,49,50,49,46,46,48,48,46,49,46,50,47,48,50,47,49,46,46,50,48,48,50,46,48,50,50,47,49,46,45,49,47,50,49,48
ITG27,47,49,50,50,48,49,50,48,46,47,45,45,46,50,45,48,47,45,45,49,50,45,46,47,46,47,45,48,45,47,48,45,49,46,46,45
ITG28,45,45,45,49,47,45,47,49,48,50,49,49,50,45,50,48,48,48,48,50,48,46,48,46,46,49,47,50,49,46,49,48,50,50,45,47
ITG29,47,47,49,46,50,50,50,46,50,50,50,49,49,48,45,50,49,50,47,47,46,48,48,46,48,46,46,46,46,48,49,49,45,48,46,50
ITG2A,48,46,50,50,48,47,46,45,47,47,46,48,48,47,50,46,49,49,49,47,45,48,48,48,47,46,46,45,47,50,47,46,50,48,45,47
ITG2B,50,49,48,47,50,49,46,47,46,48,48,45,47,47,48,49,50,49,45,48,48,48,47,49,50,46,50,45,50,45,50,45,48,49,45,45
ITG2C,45,46,49,50,47,46,49,46,50,50,47,46,47,47,45,47,45,49,45,48,48,46,45,48,49,50,49,48,45,49,45,47,49,48,45,48
ITH10,49,48,49,45,49,48,48,48,47,50,49,50,46,48,47,49,47,46,50,45,49,48,49,50,49,48,50,50,49,47,45,49,47,46,50,49
ITH20,47,47,50,50,45,45,47,46,46,49,49,45,48,48,45,50,48,47,47,47,45,50,50,45,47,48,50,48,45,45,49,49,50,46,45,50
ITH31,49,48,47,46,47,47,50,49,47,46,48,45,45,46,46,50,45,48,46,45,48,47,47,48,50,47,45,46,48,47,46,46,48,45,50,48
ITH32,46,47,48,48,45,47,49,48,50,45,47,45,45,46,49,49,46,49,48,46,49,45,50,48,46,46,45,48,46,50,45,49,45,47,47,48
ITH33,48,48,46,50,46,46,49,50,50,50,45,49,46,47,45,49,50,48,48,48,50,50,47,49,45,49,46,50,45,49,46,49,45,49,49,50
ITH34,49,46,45,48,49,49,49,45,49,46,46,50,45,48,47,48,47,47,47,50,50,46,46,48,46,50,50,48,46,47,50,48,49,47,50,50
ITH35,49,48,45,48,49,46,46,48,46,50,47,45,50,46,46,45,47,46,47,45,47,49,46,45,45,47,47,46,50,46,48,46,46,45,47,50
ITH36,47,47,49,47,45,49,48,48,49,47,48,45,50,47,50,48,48,46,46,47,48,46,46,45,46,46,47,49,45,48,47,47,48,50,48,50
ITH37,48,50,47,45,47,49,46,45,50,50,49,48,45,47,49,49,46,47,45,48,50,47,48,46,45,45,45,48,45,46,47,48,48,49,46,48
ITH41,45,47,45,49,48,47,47,48,49,48,48,48,49,47,45,45,50,45,45,50,48,46,47,48,48,46,45,45,47,49,48,50,46,50,46,49
ITH42,50,47,48,47,46,48,45,45,45,47,45,46,45,48,47,48,46,46,45,46,49,50,45,50,45,46,48,49,45,49,45,50,47,46,50,49
ITH43,45,45,45,45,47,47,46,46,47,45,49,46,49,47,46,48,47,48,48,45,48,48,48,46,49,45,45,46,50,45,48,45,50,48,47,46
ITH44,47,50,46,47,49,49,46,46,49,46,50,49,50,49,46,48,49,50,48,50,49,46,48,48,47,49,45,46,47,47,48,47,48,48,50,46
ITH51,50,46,46,50,49,47,49,48,48,50,45,46,46,47,47,50,49,50,47,49,47,50,47,50,50,45,50,46,49,45,46,50,45,45,46,45
ITH52,49,49,48,48,49,50,48,45,47,49,50,50,47,48,48,46,45,48,48,45,49,50,49,49,49,45,47,45,45,49,45,49,47,49,49,50
ITH53,49,48,50,45,48,47,47,50,46,49,47,46,45,45,48,49,46,50,45,47,48,50,46,45,50,45,49,50,48,46,48,49,47,47,50,45
ITH54,48,48,50,50,49,50,48,50,46,46,48,47,49,45,45,46,45,50,45,50,49,46,50,48,48,50,49,47,45,47,50,49,48,48,50,48
ITH55,47,50,49,45,50,47,48,49,45,47,49,49,49,46,50,45,46,45,48,45,48,49,48,47,48,46,50,45,45,49,47,50,49,47,47,47
ITH56,48,45,45,49,50,50,49,48,49,45,47,50,45,47,50,48,45,49,48,49,49,46,50,48,50,50,46,48,50,50,50,49,47,50,45,46
ITH57,50,45,46,46,50,48,45,50,48,49,45,48,47,48,45,47,45,45,50,45,48,46,46,50,50,45,48,49,48,45,46,49,49,50,45,48
ITH58,45,49,46,47,49,49,47,46,48,46,45,49,46,50,47,47,47,45,49,48,50,50,48,48,48,47,47,48,49,50,49,47,46,48,48,49
ITH59,45,49,49,48,48,49,45,45,47,50,47,46,50,46,49,50,45,47,49,47,47,48,50,45,46,47,46,48,48,48,45,49,48,45,48,46
ITI11,46,46,49,47,46,48,45,47,48,45,45,48,48,46,50,46,45,48,50,47,45,48,50,45,47,48,49,45,46,50,45,47,50,46,47,48
ITI12,46,49,47,45,48,49,48,45,49,47,46,45,48,46,45,48,46,48,45,47,45,48,49,49,50,48,46,46,50,49,49,47,49,45,46,46
ITI13,45,49,47,48,47,48,45,46,49,48,49,45,46,45,50,46,46,50,45,47,45,48,48,50,50,48,49,48,45,50,47,48,45,48,48,49
ITI14,50,46,50,47,47,47,46,49,45,48,50,48,45,46,46,45,49,49,47,50,46,49,46,45,45,46,49,48,47,45,49,45,47,50,47,49
ITI15,49,48,45,46,45,48,46,50,47,49,47,49,46,47,50,48,49,50,50,47,48,49,49,46,50,48,46,46,45,45,49,48,49,46,49,46
ITI16,46,49,47,49,50,45,46,49,48,45,49,50,50,45,47,47,45,48,50,49,50,45,49,50,45,50,49,50,48,47,48,48,50,45,48,50
ITI17,46,49,45,47,46,47,46,47,46,47,46,47,49,47,50,47,47,46,50,50,47,49,45,45,50,48,47,49,46,49,47,47,46,45,50,49
ITI18,50,46,45,47,46,50,49,48,50,46,50,47,49,46,50,47,50,45,49,48,48,48,48,45,47,46,47,47,46,45,47,49,50,46,49,47
ITI19,46,46,49,48,45,45,46,48,45,47,48,48,48,50,46,46,45,49,48,49,45,48,45,45,48,48,46,46,45,49,45,47,49,45,48,45
ITI1A,50,49,46,50,46,49,49,50,47,45,47,45,47,45,48,48,46,46,45,45,45,50,50,48,47,46,46,50,50,50,46,49,49,50,48,46
ITI21,47,50,49,45,48,49,45,48,47,50,49,48,50,48,46,46,46,46,49,45,47,49,46,46,49,45,45,47,49,45,46,45,46,48,49,45
ITI22,46,49,47,49,50,47,45,49,48,50,50,48,45,48,49,47,45,49,45,49,45,46,45,46,50,50,48,47,49,50,50,47,47,50,49,46
ITI31,49,47,49,48,50,45,46,46,49,50,47,47,50,46,48,49,45,47,49,45,47,45,50,45,45,50,49,49,50,45,46,47,47,50,45,47
ITI32,50,50,50,50,50,49,49,48,50,47,48,48,50,46,48,49,47,48,50,49,47,49,46,47,46,45,47,45,47,45,50,46,49,46,48,47
ITI33,50,50,45,46,46,46,50,46,49,45,50,45,48,48,49,47,48,47,48,50,50,45,46,45,50,45,50,46,46,47,47,48,49,45,50,48
ITI34,47,45,46,48,47,47,47,48,49,49,45,50,48,46,50,49,48,46,46,50,45,47,47,50,50,45,49,45,48,47,49,50,45,45,50,45
ITI35,49,49,46,47,50,47,49,48,49,46,49,48,49,46,47,46,50,45,47,49,50,47,47,50,47,46,47,49,49,50,50,46,49,45,45,48
ITI41,47,47,49,49,49,47,48,46,50,46,45,46,45,49,48,46,47,45,50,48,48,45,48,48,46,49,50,49,45,47,48,45,48,49,45,45
ITI42,48,45,46,46,49,47,47,50,47,50,45,48,45,46,49,47,48,46,47,47,49,48,46,45,46,47,49,47,49,49,46,49,49,49,47,46
ITI43,48,48,48,47,45,49,45,48,45,48,50,48,48,45,45,50,45,48,45,46,46,47,50,47,49,46,49,50,47,49,45,48,50,46,45,46
ITI44,46,45,49,49,45,47,47,47,45,46,45,47,50,50,45,48,45,47,45,48,46,45,45,47,46,48,47,46,50,48,46,47,46,47,47,50
ITI45,50,49,49,48,49,47,48,45,45,49,47,45,49,49,50,49,48,45,50,48,50,49,49,47,48,48,49,49,49,49,49,48,45,45,49,49
ITZZZ,49,48,45,45,49,45,50,46,49,48,49,45,50,45,45,50,45,45,47,46,46,49,49,50,46,48,49,48,45,47,46,45,49,50,45,48
CY000,49,47,46,49,49,50,49,48,45,48,48,49,46,50,49,50,50,47,46,46,50,49,49,49,46,46,45,45,45,49,47,45,48,49,48,47
CYZZZ,45,46,46,47,45,47,46,50,50,48,48,47,49,48,49,49,45,46,45,47,50,45,47,50,45,47,50,48,45,50,45,48,47,49,50,45
LV003,50,50,48,45,50,47,46,49,49,45,49,49,49,47,49,48,48,47,47,46,49,50,47,46,47,50,47,45,50,47,48,50,47,48,48,50
LV005,45,45,50,49,47,46,46,49,46,48,50,48,50,46,47,45,47,46,47,50,48,47,45,49,50,47,46,47,47,48,48,46,50,46,47,45
LV006,46,48,47,49,45,49,45,47,45,45,47,45,50,45,49,50,46,45,48,50,45,45,49,50,45,46,50,46,48,48,49,46,45,45,49,46
LV007,46,47,45,47,45,45,49,49,49,45,49,46,46,50,49,47,50,45,49,45,50,45,50,46,48,47,45,45,49,46,49,49,45,46,49,50
LV008,49,45,45,50,45,46,45,47,45,49,48,47,49,49,48,46,47,46,50,48,48,49,47,45,46,47,45,45,50,45,49,50,45,48,49,45
LV009,46,47,47,50,47,47,45,46,48,45,47,50,47,48,47,50,48,49,46,47,50,48,45,45,48,50,46,45,45,50,48,50,45,46,47,50
LVZZZ,48,47,46,47,49,47,50,46,49,50,50,50,50,45,46,47,49,48,50,47,49,48,48,48,49,47,45,47,45,48,49,48,50,50,47,46
LT001,45,49,49,46,46,47,47,49,49,46,50,46,50,45,48,50,50,50,47,45,46,45,49,48,50,50,46,48,49,48,49,50,50,48,47,48
LT002,47,45,45,45,50,48,50,45,48,48,49,48,50,50,46,46,48,46,47,48,49,45,49,50,49,50,48,45,49,47,48,49,45,45,49,45
LT003,47,47,46,50,49,49,47,47,46,46,45,47,50,50,50,46,50,50,46,47,45,47,48,45,45,47,46,47,50,47,46,49,48,46,50,50
LT004,49,50,50,48,49,48,47,50,48,50,45,50,45,49,47,48,50,45,47,50,48,50,46,50,47,47,47,48,45,48,45,46,45,47,48,47
LT005,48,46,49,45,45,49,49,48,49,50,46,46,49,46,49,49,45,48,46,46,45,46,48,50,47,48,50,45,46,45,45,47,46,46,45,47
LT006,50,46,47,47,46,50,45,47,50,48,47,46,49,49,50,48,47,50,47,47,50,49,49,48,46,48,49,48,46,50,46,46,50,46,48,48
LT007,49,45,49,48,45,47,49,49,49,49,50,46,47,49,46,50,50,49,46,45,48,49,48,47,46,50,48,49,48,50,48,50,45,50,49,45
LT008,50,47,48,50,48,50,46,45,46,47,46,50,45,46,50,46,48,46,47,47,46,48,49,46,47,48,45,47,48,46,47,49,49,47,45,50
LT009,50,46,45,46,49,47,45,50,45,45,49,45,49,50,45,47,48,45,48,50,46,47,50,45,45,46,50,47,49,47,46,47,47,49,50,49
LT00A,48,49,49,47,50,49,50,46,46,47,50,46,47,48,47,49,46,46,45,50,49,47,49,47,50,45,47,49,48,46,49,50,47,46,50,46
LTZZZ,48,50,48,47,49,47,49,50,50,48,50,50,46,47,45,46,47,47,48,45,46,45,49,47,46,45,49,50,48,50,46,47,46,46,48,45
LU000,48,48,46,47,46,50,47,47,48,47,50,47,47,50,45,48,47,46,45,48,45,46,47,49,45,46,50,46,49,49,45,47,50,45,48,46
LUZZZ,50,45,49,49,46,48,47,46,46,48,45,46,45,47,50,47,50,48,49,49,50,46,48,50,48,50,46,46,50,49,50,47,45,47,46,49
HU101,45,46,46,50,49,50,50,47,50,46,50,46,49,50,45,48,45,47,47,46,46,49,45,45,50,47,50,46,48,46,47,50,48,50,50,45
HU102,45,45,47,47,46,47,49,48,50,45,45,46,45,45,46,49,45,46,49,45,50,48,50,46,46,50,47,45,45,46,49,49,48,45,49,46
HU211,50,49,49,50,48,45,50,50,46,48,46,46,49,48,46,45,45,47,50,48,45,45,49,46,47,49,48,46,45,45,50,50,47,46,45,49
HU212,47,47,45,46,47,49,47,45,47,48,47,49,50,46,49,47,45,49,49,49,49,50,48,48,50,49,47,50,48,50,49,50,45,47,47,49
HU213,48,45,49,49,45,45,45,47,45,50,45,49,46,46,49,47,47,48,49,47,46,46,50,45,48,48,46,50,48,46,45,45,50,46,46,46
HU221,48,49,46,45,47,45,45,47,46,47,47,48,46,45,48,49,49,45,47,45,48,48,50,48,46,49,48,50,45,49,48,45,48,47,47,48
HU222,49,46,47,49,50,45,50,48,49,49,45,49,46,45,45,45,45,48,47,46,45,45,46,47,49,48,47,48,47,48,46,45,49,47,49,46
HU223,46,46,50,49,50,50,47,46,50,45,49,49,47,48,46,46,45,50,48,50,45,49,50,45,50,50,45,46,46,48,46,45,46,50,50,48
HU231,47,49,46,47,45,49,48,45,48,49,50,48,49,46,45,47,50,45,48,49,46,49,48,47,45,46,50,47,45,47,48,46,47,48,49,46
HU232,50,50,45,46,46,49,48,47,50,47,46,49,47,48,48,45,50,49,50,47,49,45,47,47,48,49,50,48,49,45,48,45,50,49,47,50
HU233,48,50,46,46,49,50,45,49,45,45,45,48,50,45,50,49,50,48,47,47,49,49,48,45,50,46,47,45,48,48,49,46,46,46,47,45
HU311,47,46,50,50,49,47,50,48,47,46,45,50,45,49,46,47,48,45,48,50,46,50,45,49,48,45,50,50,48,49,50,45,49,48,48,49
HU312,45,50,46,50,50,49,48,46,46,50,48,50,47,47,48,50,49,45,47,46,47,46,48,46,50,48,48,48,49,48,47,47,48,50,46,49
HU313,45,47,49,50,46,47,49,47,48,49,50,50,46,47,49,46,45,45,48,47,50,48,48,49,46,50,47,45,48,49,45,46,46,49,47,50
